UserScreenName,formatted_text,Timestamp,Comments,Likes,Retweets
Rusia en Uruguay, teatro en mariupol el ministerio de defensa de #rusia desmintió las acusaciones del régimen de #kiev de presuntamente lanzar un ataque aéreo contra el edificio del teatro dramático en #mariúpol donde podrían permanecerse los civiles.,2022-03-17T13:25:38.000Z,2.0,3.0,5
Rusia en Uruguay,Hoy en el @diariolaruy por iniciativa de la embajada fue publicado el artículo del profesor de la academia diplomática del @mae rusia doctor en historia mark neimark titulado “la crisis en ucrania y la rusofobia http bit.ly it9gbf,2022-03-23T16:53:25.000Z,45.0,153.0,345
Rusia en Uruguay,Hoy el semanario @busquedaonline publicó el artículo del embajador de rusia en uruguay andrey budaev titulado “aspectos humanitarios de la situación en ucrania que les invitamos a conocer http bit.ly keifj,2022-03-31T17:28:07.000Z,28.0,28.0,55
Rusia en Uruguay,"Hoy en el periódico uruguayo @diariolaruy fue publicado el artículo del embajador de rusia andrey budaev titulado ""sobre la provocación de los nacionalistas ucranianos en bucha que les invitamos a conocer http bit.ly kfy8mj",2022-04-05T17:01:09.000Z,39.0,493.0,738
Rusia en Uruguay,"El  de marzo el en el periódico uruguayo @diariolaruy fue publicado el artículo del embajador de rusia andrey budaev titulado ""emperador ruso pedro i historia herencia y actualidad que les invitamos a conocer http bit.ly lef15l @mae rusia",2022-04-04T13:04:19.000Z,10.0,14.0,35
Rusia en Uruguay,Hoy por iniciativa de la embajada en el periódico @diariolaruy fue publicado el artículo del vicerrector de la academia diplomática del @mae rusia doctor en derecho y ciencia política oleg karpóvich titulado “provocación en bucha contexto http bit.ly r9t7o9,2022-04-07T17:14:41.000Z,24.0,98.0,172
Rusia en Uruguay,"El  de abril por iniciativa de la embajada en el periódico @diariolaruy fue publicado el artículo de vicerrectores de la academia diplomática del @mae rusia oleg karpóvich y mijaíl troianski titulado ""plan de las dos d que les invitamos a conocer http bit.ly jgyisi",2022-04-06T13:19:15.000Z,4.0,13.0,27
Rusia en Uruguay,El  de abril los funcionarios de la embajada colocaron una ofrenda floral al busto de yuri gagarin cerca del @planetario mvd hoy en el @diariolaruy fue publicado el artículo del embajador titulado “día de la cosmonáutica en rusia http bit.ly ltlfyw,2022-04-13T15:46:57.000Z,8.0,27.0,83
Rusia en Uruguay,Hoy en el periódico @diariolaruy fue publicado el texto del discurso del sr andrey kartapolov presidente del comité de defensa de la duma estatal encaminado a desenmascarar la campaña de desinformación de los medios de comunicación occidentales http bit.ly i,2022-04-12T22:08:46.000Z,3.0,15.0,51
Rusia en Uruguay, del  al  de junio en moscú se llevará a cabo el concurso internacional #rajmáninov para pianistas compositores y directores siguen las noticias en el sitio web oficial http rachmaninoffcompetition.com,2022-04-14T23:00:45.000Z,3.0,1.0,8
